"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"08215099999","2014-01-01","40.8","-4.0166666","1888.0","NAVACERRADA PUERTO, SP","  33.3"," 5","  33.2"," 5","9999.9"," 0","809.1"," 5","  1.4"," 5"," 12.2"," 5"," 14.0","999.9","  34.2"," ","  32.2"," "," 0.04","G","  3.9","101000"
"08215099999","2014-01-02","40.8","-4.0166666","1888.0","NAVACERRADA PUERTO, SP","  38.1"," 5","  38.1"," 5","9999.9"," 0","807.5"," 5","  0.6"," 5"," 13.0"," 5"," 18.1","999.9","  41.4"," ","  34.7"," "," 0.52","G","  3.9","010000"
"08215099999","2014-01-03","40.8","-4.0166666","1888.0","NAVACERRADA PUERTO, SP","  38.6"," 5","  38.6"," 5","9999.9"," 0","811.6"," 5","  0.6"," 5","  8.4"," 5"," 15.0","999.9","  40.3"," ","  36.3","*"," 1.29","G","  0.8","010000"
"08215099999","2014-01-04","40.8","-4.0166666","1888.0","NAVACERRADA PUERTO, SP","  28.8"," 5","  28.4"," 5","9999.9"," 0","803.7"," 5","  2.7"," 5"," 15.6"," 5"," 19.0","999.9","  37.8"," ","  21.6","*"," 0.82","G","999.9","001000"
"08215099999","2014-01-05","40.8","-4.0166666","1888.0","NAVACERRADA PUERTO, SP","  34.2"," 5","  34.2"," 5","9999.9"," 0","812.6"," 5","  1.4"," 5","  8.2"," 5"," 13.0","999.9","  38.3"," ","  19.2"," "," 0.65","G","  3.1","110000"
"08215099999","2014-01-06","40.8","-4.0166666","1888.0","NAVACERRADA PUERTO, SP","  40.1"," 5","  34.3"," 5","9999.9"," 0","810.7"," 5","  9.9"," 5"," 14.6"," 5"," 17.1","999.9","  42.6"," ","  32.5"," "," 0.15","G","  1.2","000000"
"08215099999","2014-01-07","40.8","-4.0166666","1888.0","NAVACERRADA PUERTO, SP","  38.0"," 5","  38.0"," 5","9999.9"," 0","812.6"," 5","  0.2"," 5"," 12.4"," 5"," 18.1","999.9","  40.1"," ","  34.5"," "," 0.00","G","  0.4","110000"
"08215099999","2014-01-08","40.8","-4.0166666","1888.0","NAVACERRADA PUERTO, SP","  39.9"," 5","  20.4"," 5","9999.9"," 0","814.3"," 5"," 13.9"," 5"," 16.8"," 5"," 18.1","999.9","  43.7"," ","  36.0"," "," 0.23","G","999.9","000000"
"08215099999","2014-01-09","40.8","-4.0166666","1888.0","NAVACERRADA PUERTO, SP","  45.2"," 5","  26.2"," 5","9999.9"," 0","814.2"," 5"," 13.0"," 5"," 10.2"," 5"," 15.0","999.9","  50.2"," ","  38.3"," "," 0.00","G","999.9","000000"
"08215099999","2014-01-10","40.8","-4.0166666","1888.0","NAVACERRADA PUERTO, SP","  44.9"," 5","  28.3"," 5","9999.9"," 0","810.4"," 5"," 14.3"," 5","  4.2"," 5","  6.0","999.9","  49.8"," ","  42.1","*"," 0.00","G","999.9","000000"
