"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"72483023232","2004-01-01","38.5069","-121.495","4.6","SACRAMENTO EXECUTIVE AIRPORT, CA US","  50.3","24","  47.4","24","1013.6","16","999.9"," 0","  5.1","24"," 11.5","24"," 25.1"," 37.9","  55.0"," ","  42.1"," "," 0.08","G","999.9","110000"
"72483023232","2004-01-02","38.5069","-121.495","4.6","SACRAMENTO EXECUTIVE AIRPORT, CA US","  45.3","24","  44.1","24","1018.1","21","999.9"," 0","  4.0","24","  6.2","24"," 11.1"," 15.9","  52.0"," ","  41.0"," "," 1.01","G","999.9","110000"
"72483023232","2004-01-03","38.5069","-121.495","4.6","SACRAMENTO EXECUTIVE AIRPORT, CA US","  38.9","24","  35.3","24","1021.1","23","999.9"," 0","  8.3","24","  2.8","24","  8.9","999.9","  50.0"," ","  28.9"," "," 0.08","G","999.9","100000"
"72483023232","2004-01-04","38.5069","-121.495","4.6","SACRAMENTO EXECUTIVE AIRPORT, CA US","  37.1","24","  32.7","24","1027.9","18","999.9"," 0","  6.3","24","  1.0","24","  6.0","999.9","  50.0"," ","  28.0"," "," 0.01","G","999.9","100000"
"72483023232","2004-01-05","38.5069","-121.495","4.6","SACRAMENTO EXECUTIVE AIRPORT, CA US","  41.4","24","  34.9","24","1027.1","24","999.9"," 0","  9.8","24","  4.0","24","  8.0","999.9","  52.0"," ","  28.0"," "," 0.00","G","999.9","000000"
"72483023232","2004-01-06","38.5069","-121.495","4.6","SACRAMENTO EXECUTIVE AIRPORT, CA US","  43.9","24","  38.1","24","1021.6","24","999.9"," 0","  8.0","24","  2.1","24","  5.1","999.9","  52.0"," ","  30.9"," "," 0.00","G","999.9","100000"
"72483023232","2004-01-07","38.5069","-121.495","4.6","SACRAMENTO EXECUTIVE AIRPORT, CA US","  48.5","24","  43.5","24","1017.4","22","999.9"," 0","  4.5","24","  4.3","24"," 11.1","999.9","  57.9"," ","  39.9"," "," 0.27","G","999.9","110000"
"72483023232","2004-01-08","38.5069","-121.495","4.6","SACRAMENTO EXECUTIVE AIRPORT, CA US","  50.4","24","  48.2","24","1019.8","19","999.9"," 0","  2.6","24","  4.6","24"," 10.1","999.9","  60.1"," ","  45.0"," "," 0.06","G","999.9","110000"
"72483023232","2004-01-09","38.5069","-121.495","4.6","SACRAMENTO EXECUTIVE AIRPORT, CA US","  49.0","24","  47.5","24","1019.7","21","999.9"," 0","  3.0","24","  3.1","24","  8.0","999.9","  60.1"," ","  45.0"," "," 0.01","G","999.9","100000"
"72483023232","2004-01-10","38.5069","-121.495","4.6","SACRAMENTO EXECUTIVE AIRPORT, CA US","  53.0","24","  50.5","24","1022.1","17","999.9"," 0","  5.6","24","  6.4","24"," 10.1","999.9","  61.0"," ","  45.0"," "," 0.04","G","999.9","110000"
