"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"72483023232","1996-01-01","38.5069","-121.495","4.6","SACRAMENTO EXECUTIVE AIRPORT, CA US","  52.0","24","  44.9","24","1020.1"," 9","019.1"," 9"," 30.3","24","  6.5","24"," 15.0","999.9","  63.0","*","  42.1","*"," 0.00","C","999.9","100000"
"72483023232","1996-01-02","38.5069","-121.495","4.6","SACRAMENTO EXECUTIVE AIRPORT, CA US","  49.3","24","  44.8","24","1019.5"," 9","018.5"," 9"," 18.5","24","  2.0","24"," 11.1","999.9","  63.0","*","  37.9","*"," 0.00","D","999.9","100000"
"72483023232","1996-01-03","38.5069","-121.495","4.6","SACRAMENTO EXECUTIVE AIRPORT, CA US","  51.6","24","  47.9","24","1019.0"," 9","018.0"," 9","  5.6","24","  5.7","24"," 12.0","999.9","  60.1","*","  46.9","*"," 0.00","C","999.9","100000"
"72483023232","1996-01-04","38.5069","-121.495","4.6","SACRAMENTO EXECUTIVE AIRPORT, CA US","  50.2","24","  45.4","24","1016.0"," 9","014.9"," 9","  3.7","24","  2.0","24","  6.0","999.9","  57.0","*","  46.0","*"," 0.00","D","999.9","100000"
"72483023232","1996-01-05","38.5069","-121.495","4.6","SACRAMENTO EXECUTIVE AIRPORT, CA US","  50.5","24","9999.9"," 0","1020.5"," 9","019.5"," 9","  4.9","24","  1.9","24","  8.0","999.9","  59.0","*","  45.0","*"," 0.00","D","999.9","100000"
"72483023232","1996-01-06","38.5069","-121.495","4.6","SACRAMENTO EXECUTIVE AIRPORT, CA US","  46.9","24","  42.3","11","1024.4"," 9","023.4"," 9","  2.3","24","  1.8","24","  8.0","999.9","  55.9","*","  41.0","*"," 0.00","D","999.9","100000"
"72483023232","1996-01-07","38.5069","-121.495","4.6","SACRAMENTO EXECUTIVE AIRPORT, CA US","  44.7","24","9999.9"," 0","1023.9"," 9","022.9"," 9","  0.3","24","  1.4","24"," 10.1","999.9","  55.0","*","  39.9","*"," 0.00","D","999.9","100000"
"72483023232","1996-01-08","38.5069","-121.495","4.6","SACRAMENTO EXECUTIVE AIRPORT, CA US","  48.0","24","  47.8"," 5","1020.9"," 9","019.8"," 9","  0.5","24","  1.6","24","  8.0","999.9","  54.0","*","  46.0","*"," 0.00","D","999.9","100000"
"72483023232","1996-01-09","38.5069","-121.495","4.6","SACRAMENTO EXECUTIVE AIRPORT, CA US","  47.5","24","  46.5","24","1019.5"," 9","018.5"," 9","  0.8","24","  4.9","24","  8.9","999.9","  53.1","*","  45.0","*"," 0.00","D","999.9","100000"
"72483023232","1996-01-10","38.5069","-121.495","4.6","SACRAMENTO EXECUTIVE AIRPORT, CA US","  50.6","24","  45.5","24","1025.3"," 9","024.3"," 9"," 37.7","24","  8.0","24"," 12.0","999.9","  64.9","*","  42.1","*"," 0.00","D","999.9","110000"
